PLAYER,TEAM,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,WAR,CYA
S Ohtani,LAA,9,2,3.18,23,23,0,0,0,0,130.1,98,48,46,15,10,44,156,1.09,0.207,3,0
