PLAYER,TEAM,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,WAR,CYA
S Ohtani,LAA,15,9,2.33,28,28,0,0,0,0,166,124,45,43,14,2,44,219,1.01,0.203,6.2,0
